,시도코드,시도명,시군구명,인당시설수,인당시설수순위,양호시설비율,주의필요시설비율,2019비만유병률_표준화율 (%),2019걷기실천율_표준화율 (%),2019스트레스인지율_표준화율 (%),2019연간체중조절시도율_표준화율 (%),2019중증도이상신체활동실천율_표준화율 (%),주거지역,상업지역,공업지역,녹지지역,수도권여부,y,grade
0,11010,서울특별시,종로구,0.000158,104.0,0.9827586206896552,0.0172413793103448,32.6,47.0,27.7,64.0,21.5,41.01,12.25,0.0,46.74,비수도권,69.7,A
1,11020,서울특별시,중구,0.000264,74.6,0.9534883720930232,0.0465116279069767,28.6,65.6,22.8,65.4,28.0,60.53,39.22,0.0,0.25,비수도권,69.2,A
2,11030,서울특별시,용산구,7.8e-05,134.4,0.9791666666666666,0.0208333333333333,25.4,69.1,16.3,75.8,27.9,52.24,7.12,0.0,40.64,비수도권,71.6,A
3,11040,서울특별시,성동구,8.3e-05,134.8,0.9166666666666666,0.0833333333333333,30.7,62.1,32.6,68.9,28.2,59.2,2.82,12.21,25.78,비수도권,65.3,A
4,11050,서울특별시,광진구,0.000104,126.9,0.9245283018867924,0.0754716981132075,29.1,59.5,27.3,72.1,29.1,67.93,1.18,0.0,30.89,비수도권,60.4,A
5,11060,서울특별시,동대문구,0.00011,123.0,0.8620689655172413,0.1379310344827586,35.0,51.0,32.5,64.5,22.1,91.5,5.81,0.0,2.69,비수도권,59.7,A
6,11070,서울특별시,중랑구,9.4e-05,145.7,0.8873239436619719,0.1126760563380281,36.3,62.8,26.8,64.9,29.5,58.4,1.93,0.0,39.67,비수도권,54.6,B
7,11080,서울특별시,성북구,9.1e-05,133.2,0.9242424242424242,0.0757575757575757,31.2,58.6,30.0,65.7,21.5,72.26,1.61,0.0,26.13,비수도권,54.9,B
8,11090,서울특별시,강북구,8.999999999999999e-05,150.0,0.92,0.08,29.1,57.7,27.0,64.8,17.9,46.11,1.15,0.0,52.74,비수도권,59.6,A
9,11100,서울특별시,도봉구,0.000104,150.5,0.98,0.02,35.4,55.5,29.0,69.9,22.8,41.8,1.29,7.07,49.84,비수도권,55.2,A
10,11110,서울특별시,노원구,9.3e-05,144.1,0.89,0.11,34.6,63.6,21.1,59.9,25.8,39.18,1.67,0.0,59.15,비수도권,65.3,A
11,11120,서울특별시,은평구,8.999999999999999e-05,149.1,0.9322033898305084,0.0677966101694915,31.7,66.3,28.3,73.5,25.1,51.62,1.71,0.0,46.67,비수도권,54.5,B
12,11130,서울특별시,서대문구,8.999999999999999e-05,142.6,0.925925925925926,0.074074074074074,31.4,51.8,28.5,70.6,23.3,87.3,1.6,0.0,11.1,비수도권,65.3,A
13,11140,서울특별시,마포구,0.000116,131.0,0.8,0.2,28.9,59.8,30.8,74.4,19.2,56.04,3.94,0.0,40.03,비수도권,67.7,A
14,11150,서울특별시,양천구,8.8e-05,122.7,0.88,0.12,34.6,64.0,28.5,68.6,23.2,71.76,4.56,0.53,23.14,비수도권,63.2,A
15,11160,서울특별시,강서구,0.000117,120.6,0.9375,0.0625,30.7,56.6,29.9,67.9,23.5,35.5,3.19,7.04,54.27,비수도권,57.2,A
16,11170,서울특별시,구로구,0.000115,116.6,0.8623853211009175,0.1376146788990825,32.2,61.0,26.0,68.3,16.2,51.0,2.55,20.84,25.61,비수도권,55.5,A
17,11180,서울특별시,금천구,0.000134,121.7,0.9523809523809524,0.0476190476190476,34.1,62.1,25.4,66.9,24.9,44.92,1.15,31.68,22.25,비수도권,53.6,B
18,11190,서울특별시,영등포구,0.000203,88.1,0.9176470588235294,0.0823529411764705,33.9,71.5,28.5,72.3,24.8,32.89,10.72,20.63,35.76,비수도권,49.4,B
19,11200,서울특별시,동작구,8.3e-05,146.0,0.8656716417910447,0.1343283582089552,29.6,66.6,23.1,70.6,24.7,84.15,2.1,0.0,13.74,비수도권,61.6,A
20,11210,서울특별시,관악구,7.8e-05,153.7,1.0,0.0,35.1,61.2,27.7,68.7,17.3,51.83,1.34,0.0,46.83,비수도권,60.7,A
21,11220,서울특별시,서초구,0.000198,81.8,0.25,0.75,25.0,56.5,28.3,76.8,26.7,40.28,2.81,0.0,56.9,비수도권,69.0,A
22,11230,서울특별시,강남구,0.000275,89.0,0.9552238805970148,0.044776119402985,29.0,57.5,30.0,72.9,23.0,61.24,4.25,0.0,34.51,비수도권,61.1,A
23,11240,서울특별시,송파구,0.000117,116.7,0.912,0.088,27.4,73.0,23.5,73.1,23.1,63.27,6.98,0.0,29.75,비수도권,61.3,A
24,11250,서울특별시,강동구,0.000135,110.0,0.9550561797752808,0.0449438202247191,30.0,53.7,23.1,71.2,26.7,52.8,2.77,0.0,44.43,비수도권,56.4,A
25,21010,부산광역시,중구,0.000148,129.9,1.0,0.0,34.4,52.8,23.7,65.4,22.0,20.05,42.16,4.28,8.8,비수도권,53.4,B
26,21020,부산광역시,서구,0.00012,130.2,0.925925925925926,0.074074074074074,29.9,66.7,20.3,59.0,34.6,14.92,3.76,2.97,27.29,비수도권,54.4,B
27,21030,부산광역시,동구,0.000146,136.0,0.9791666666666666,0.0208333333333333,33.6,59.6,23.3,63.7,25.4,21.75,21.52,14.85,26.66,비수도권,50.9,B
28,21040,부산광역시,영도구,9.7e-05,146.0,0.875,0.125,34.6,46.6,20.7,64.5,15.9,8.57,1.42,3.23,13.54,비수도권,53.7,B
29,21050,부산광역시,부산진구,8.999999999999999e-05,147.7,0.9906542056074766,0.0093457943925233,31.7,52.0,28.1,65.4,19.8,37.32,16.32,0.0,46.37,비수도권,53.3,B
30,21060,부산광역시,동래구,9.6e-05,141.7,0.9585798816568049,0.0414201183431952,27.9,59.8,22.1,57.0,26.7,56.87,6.94,0.92,35.27,비수도권,56.5,A
31,21070,부산광역시,남구,0.000101,123.9,0.9655172413793104,0.0344827586206896,30.9,58.7,25.2,64.1,23.4,23.2,2.45,11.06,30.26,비수도권,45.7,B
32,21080,부산광역시,북구,9.4e-05,151.0,0.9545454545454546,0.0454545454545454,27.8,29.3,18.3,61.6,16.5,24.36,1.54,0.0,74.1,비수도권,59.8,A
33,21090,부산광역시,해운대구,9.2e-05,138.2,0.9263157894736842,0.0736842105263157,34.6,47.8,28.3,63.6,26.4,22.13,5.79,1.12,69.3,비수도권,53.6,B
34,21100,부산광역시,사하구,0.00012,120.9,0.9523809523809524,0.0476190476190476,35.6,48.0,26.0,58.5,19.4,15.29,0.95,14.08,31.19,비수도권,50.6,B
35,21110,부산광역시,금정구,0.00012,105.8,0.9923076923076924,0.0076923076923076,27.0,34.6,21.0,57.8,25.2,15.14,1.09,1.61,82.16,비수도권,57.8,A
36,21120,부산광역시,강서구,0.000206,91.5,0.9382716049382716,0.0617283950617283,31.8,45.4,21.5,70.2,25.7,8.37,1.75,11.91,55.21,비수도권,59.5,A
37,21130,부산광역시,연제구,9.5e-05,148.7,0.9285714285714286,0.0714285714285714,33.2,51.6,24.7,65.7,19.6,63.47,6.36,0.52,29.64,비수도권,55.2,A
38,21140,부산광역시,수영구,0.000115,146.6,0.8571428571428571,0.1428571428571428,36.8,54.6,22.0,72.6,27.0,46.86,5.32,0.83,25.49,비수도권,52.8,B
39,21150,부산광역시,사상구,0.000141,120.2,0.7777777777777778,0.2222222222222222,36.0,61.5,21.5,74.6,43.7,22.61,1.33,18.25,57.81,비수도권,54.1,B
40,21310,부산광역시,기장군,0.000152,88.6,0.9591836734693876,0.0408163265306122,34.1,44.5,20.1,74.9,26.2,7.79,0.5,3.89,86.35,비수도권,56.7,A
41,22010,대구광역시,중구,0.000151,139.4,0.4,0.6,24.3,61.1,26.4,66.8,30.4,47.86,44.23,0.0,7.91,비수도권,56.0,A
42,22020,대구광역시,동구,0.000101,137.1,0.951048951048951,0.0489510489510489,32.4,47.9,30.7,66.2,24.7,14.19,2.52,0.67,82.62,비수도권,61.0,A
43,22030,대구광역시,서구,0.000121,134.2,0.9607843137254902,0.0392156862745098,39.0,37.9,22.1,61.5,20.1,44.02,7.48,23.59,24.92,비수도권,46.6,B
44,22040,대구광역시,남구,9.7e-05,152.1,0.8395061728395061,0.1604938271604938,32.9,33.7,21.6,55.6,19.8,46.5,6.0,0.0,47.5,비수도권,47.5,B
45,22050,대구광역시,북구,0.0001049999999999,141.5,0.966542750929368,0.0334572490706319,33.2,47.0,26.8,62.6,26.1,21.47,3.74,5.33,69.46,비수도권,51.1,B
46,22060,대구광역시,수성구,0.000109,123.8,0.905027932960894,0.0949720670391061,26.3,42.8,21.2,62.1,19.7,24.53,2.6,0.0,72.87,비수도권,67.6,A
47,22070,대구광역시,달서구,9.9e-05,135.9,0.9252873563218392,0.0747126436781609,33.7,43.5,24.6,72.2,27.0,33.5,3.92,18.29,44.3,비수도권,61.0,A
48,22310,대구광역시,달성군,0.000108,120.6,0.6923076923076923,0.3076923076923077,37.9,47.4,24.3,58.8,29.4,5.75,0.36,5.22,88.67,비수도권,56.4,A
49,23010,인천광역시,중구,0.00013,91.2,0.9230769230769232,0.0769230769230769,35.6,46.7,27.0,70.0,23.4,8.73,4.23,9.37,77.6,비수도권,50.2,B
50,23020,인천광역시,동구,0.000132,141.8,0.9285714285714286,0.0714285714285714,40.0,52.6,24.5,61.9,19.2,31.64,6.0,51.39,10.94,비수도권,41.5,C
51,23040,인천광역시,연수구,8.8e-05,145.9,0.8166666666666667,0.1833333333333333,39.2,49.5,29.0,67.1,25.1,31.44,6.8,10.72,41.05,비수도권,51.5,B
52,23050,인천광역시,남동구,0.00013,115.8,0.7333333333333333,0.2666666666666666,34.2,49.5,30.7,64.6,27.3,23.53,2.93,15.01,41.45,비수도권,51.9,B
53,23060,인천광역시,부평구,0.000108,144.8,0.982608695652174,0.017391304347826,34.3,50.6,31.3,65.8,25.1,45.48,6.0,15.69,32.83,비수도권,47.5,B
54,23070,인천광역시,계양구,0.000111,129.7,0.934065934065934,0.0659340659340659,28.3,46.3,25.6,67.7,22.3,21.25,1.41,3.09,74.24,비수도권,52.8,B
55,23080,인천광역시,서구,0.000138,112.8,0.98,0.02,36.9,45.7,30.4,65.3,22.2,23.69,3.87,17.21,54.97,비수도권,48.2,B
56,23090,인천광역시,미추홀구,0.000161,133.8,0.9381443298969072,0.0618556701030927,34.9,64.0,32.4,66.4,27.4,58.78,12.95,10.48,17.78,비수도권,52.4,B
57,23310,인천광역시,강화군,0.000237,94.4,0.84375,0.15625,33.6,21.4,27.6,68.0,20.8,11.26,1.16,3.11,84.12,비수도권,50.2,B
58,23320,인천광역시,옹진군,0.000298,115.4,0.0,1.0,44.8,38.4,26.0,68.6,28.0,0.12,0.0,47.07,0.0,비수도권,53.7,B
59,24010,광주광역시,동구,0.0001599999999999,94.5,0.75,0.25,34.6,34.7,30.6,63.0,27.9,17.88,3.74,0.03,78.35,비수도권,60.6,A
60,24020,광주광역시,서구,0.000137,112.8,0.9183673469387756,0.0816326530612244,31.1,38.7,28.2,62.8,25.5,32.52,4.13,5.08,58.27,비수도권,54.6,B
61,24030,광주광역시,남구,0.000144,127.1,0.75,0.25,32.5,46.9,29.5,68.2,21.1,23.02,0.74,3.17,73.07,비수도권,68.3,A
62,24040,광주광역시,북구,0.0001309999999999,123.9,0.923809523809524,0.0761904761904762,31.7,53.1,25.6,64.7,23.8,19.29,2.2,3.74,74.78,비수도권,58.9,A
63,24050,광주광역시,광산구,0.000146,107.1,0.934065934065934,0.0659340659340659,36.5,37.8,30.4,65.7,28.3,13.02,1.07,8.29,77.62,비수도권,62.5,A
64,25010,대전광역시,동구,0.000125,143.0,0.8688524590163934,0.1311475409836065,35.9,54.1,22.6,69.7,21.7,10.57,1.29,0.42,87.71,비수도권,72.7,A
65,25020,대전광역시,중구,0.0001109999999999,134.6,0.875,0.125,29.1,42.2,22.7,62.5,31.4,22.36,3.35,0.0,74.29,비수도권,57.3,A
66,25030,대전광역시,서구,0.00014,96.7,0.6363636363636364,0.3636363636363636,27.3,54.8,23.6,67.5,34.1,26.35,3.0,1.26,69.4,비수도권,66.3,A
67,25040,대전광역시,유성구,0.000164,98.7,0.9583333333333334,0.0416666666666666,29.3,40.7,28.4,78.9,24.1,9.05,1.55,3.84,85.56,비수도권,61.9,A
68,25050,대전광역시,대덕구,0.000112,111.1,0.5333333333333333,0.4666666666666667,33.2,36.9,28.4,68.3,25.4,14.48,0.7,12.77,72.04,비수도권,55.3,A
69,26010,울산광역시,중구,0.000116,123.8,0.975609756097561,0.024390243902439,30.8,46.0,29.4,68.0,25.3,33.5,4.16,0.7,61.64,비수도권,61.0,A
70,26020,울산광역시,남구,0.000141,116.8,0.9866310160427808,0.0133689839572192,33.5,37.9,23.5,72.5,30.3,19.55,3.55,40.2,36.69,비수도권,51.3,B
71,26030,울산광역시,동구,0.0001409999999999,101.0,0.9310344827586208,0.0689655172413793,39.5,46.0,25.5,67.0,28.3,16.9,2.19,19.34,61.44,비수도권,53.9,B
72,26040,울산광역시,북구,0.000122,104.0,0.994186046511628,0.005813953488372,36.3,45.3,20.5,63.6,24.5,10.81,0.89,9.11,79.19,비수도권,50.3,B
73,26310,울산광역시,울주군,0.0001309999999999,105.1,0.9925373134328358,0.0074626865671641,26.8,41.6,21.1,48.5,28.6,4.64,0.33,7.78,70.88,비수도권,58.9,A
74,29,세종특별자치시,세종시,7.500000000000001e-05,120.3,0.9607843137254902,0.0392156862745098,31.0,34.5,29.2,66.3,24.8,20.62,3.66,6.71,67.97,비수도권,50.5,B
75,31010,경기도,수원시,0.000147,95.2,0.9806629834254144,0.0193370165745856,33.3,45.5,29.1,66.3,22.5,37.49,5.19,3.4,53.92,비수도권,57.1,A
76,31020,경기도,성남시,0.000118,112.5,0.9569471624266144,0.0430528375733855,29.1,48.6,26.5,66.2,21.8,22.0,3.69,1.23,73.0,비수도권,55.2,A
77,31030,경기도,의정부시,0.000102,139.2,0.9570815450643776,0.0429184549356223,36.4,54.9,28.9,64.3,19.4,20.11,2.04,0.45,77.4,비수도권,54.9,B
78,31040,경기도,안양시,0.000115,115.3,0.9668874172185432,0.0331125827814569,32.3,49.2,27.7,70.0,18.8,25.9,3.78,5.52,64.79,비수도권,55.3,A
79,31050,경기도,부천시,0.000128,127.3,0.915032679738562,0.0849673202614379,33.5,49.1,33.0,63.1,18.6,49.51,6.59,8.49,35.41,비수도권,52.6,B
80,31060,경기도,광명시,8.7e-05,145.5,1.0,0.0,33.0,63.8,26.2,78.1,21.9,24.31,4.5,1.81,69.38,비수도권,63.7,A
81,31070,경기도,평택시,9.8e-05,113.1,0.9864864864864864,0.0135135135135135,40.0,41.3,27.5,68.7,21.5,26.94,4.07,19.93,49.05,비수도권,50.9,B
82,31080,경기도,동두천시,0.000198,93.7,1.0,0.0,35.7,50.2,19.0,72.5,25.1,17.34,3.11,3.76,75.79,비수도권,68.2,A
83,31090,경기도,안산시,0.00012,123.2,0.9919093851132686,0.0080906148867313,34.8,49.7,30.1,64.4,29.2,16.46,1.94,11.02,70.58,비수도권,47.3,B
84,31100,경기도,고양시,9.6e-05,134.4,0.992412746585736,0.007587253414264,32.0,44.4,31.1,66.1,20.3,21.97,3.57,0.05,74.4,비수도권,54.5,B
85,31110,경기도,과천시,9.3e-05,130.7,1.0,0.0,24.4,59.2,27.9,72.0,31.6,12.56,0.66,0.0,86.79,비수도권,66.2,A
86,31120,경기도,구리시,0.000108,107.1,0.9615384615384616,0.0384615384615384,32.6,54.8,24.8,71.3,21.5,22.17,2.33,0.0,75.5,비수도권,61.2,A
87,31130,경기도,남양주시,9.6e-05,120.3,0.9805194805194806,0.0194805194805194,35.7,52.1,27.0,71.1,26.5,18.66,1.0,0.23,80.1,비수도권,55.6,A
88,31140,경기도,오산시,0.000155,95.8,0.9866666666666668,0.0133333333333333,35.3,41.2,25.2,68.7,21.0,26.25,2.53,5.92,65.3,비수도권,51.4,B
89,31150,경기도,시흥시,0.000113,109.9,0.9929577464788732,0.0070422535211267,33.2,39.5,31.7,64.4,23.2,16.85,1.37,8.99,72.79,비수도권,54.0,B
90,31160,경기도,군포시,9.7e-05,132.5,1.0,0.0,34.4,50.4,25.9,66.6,25.4,22.69,1.86,7.14,68.31,비수도권,58.2,A
91,31170,경기도,의왕시,8.1e-05,124.9,1.0,0.0,34.3,45.7,25.9,64.9,23.8,12.52,0.52,2.1,84.87,비수도권,53.7,B
92,31180,경기도,하남시,8.5e-05,132.7,0.85,0.15,31.5,43.7,22.8,70.6,17.7,17.15,1.69,0.23,80.93,비수도권,61.1,A
93,31190,경기도,용인시,0.000109,112.3,0.9775280898876404,0.0224719101123595,30.7,37.1,25.6,61.8,20.1,9.97,1.05,2.04,86.94,비수도권,58.9,A
94,31200,경기도,파주시,0.0001,112.0,1.0,0.0,35.5,46.3,25.8,69.1,24.4,26.81,2.57,10.76,59.33,비수도권,58.6,A
95,31210,경기도,이천시,0.000118,87.8,0.6372881355932203,0.3627118644067796,34.2,37.1,33.2,70.1,28.8,7.91,0.79,3.92,87.38,비수도권,48.5,B
96,31220,경기도,안성시,0.000172,77.1,1.0,0.0,39.1,32.4,30.6,60.7,24.8,6.91,0.74,3.58,88.78,비수도권,48.8,B
97,31230,경기도,김포시,6.1e-05,159.2,1.0,0.0,37.1,38.5,26.6,68.0,22.2,19.72,2.01,6.8,71.46,비수도권,49.8,B
98,31240,경기도,화성시,8.5e-05,137.6,0.984182776801406,0.015817223198594,36.0,39.4,24.6,66.7,22.9,16.66,1.9,4.83,75.7,비수도권,59.0,A
99,31250,경기도,광주시,8.6e-05,136.3,0.8817204301075269,0.1182795698924731,28.3,52.1,22.0,56.0,29.3,6.58,0.23,0.25,92.44,비수도권,70.1,A
100,31260,경기도,양주시,0.000172,73.0,0.8620689655172413,0.1379310344827586,38.2,41.8,28.9,64.7,29.1,17.64,0.44,2.81,78.8,비수도권,56.9,A
101,31270,경기도,포천시,0.000147,80.1,0.9937106918238994,0.0062893081761006,34.7,26.5,24.0,62.7,24.1,22.05,1.43,6.81,69.26,비수도권,59.2,A
102,31280,경기도,여주시,0.000121,81.3,0.9615384615384616,0.0384615384615384,32.7,38.2,24.0,72.0,30.1,11.12,1.24,4.12,83.52,비수도권,60.1,A
103,31350,경기도,연천군,0.000166,102.6,0.875,0.125,38.9,27.4,17.6,60.0,16.7,13.39,1.55,4.82,80.24,비수도권,56.3,A
104,31370,경기도,가평군,0.000158,79.3,0.8970588235294118,0.1029411764705882,36.0,37.3,24.4,51.3,19.9,7.2,0.59,0.07,92.13,비수도권,64.2,A
105,31380,경기도,양평군,0.000119,88.3,0.959349593495935,0.040650406504065,36.3,40.9,23.2,63.7,19.8,6.37,0.62,0.17,92.84,비수도권,59.2,A
106,32010,강원도,춘천시,0.000102,113.8,0.916083916083916,0.0839160839160839,32.6,43.3,28.1,64.6,29.0,6.35,0.5,0.97,91.82,비수도권,59.9,A
107,32020,강원도,원주시,0.0002089999999999,80.1,0.9607843137254902,0.0392156862745098,33.0,29.4,27.7,61.2,17.5,29.51,2.83,7.2,60.44,비수도권,47.6,B
108,32030,강원도,강릉시,0.000273,85.5,0.9111111111111112,0.0888888888888888,36.1,51.9,22.6,70.3,23.1,20.25,2.13,6.63,63.26,비수도권,52.0,B
109,32040,강원도,동해시,0.00017,91.9,1.0,0.0,36.4,32.1,24.2,63.7,25.0,10.66,1.73,7.22,66.01,비수도권,52.6,B
110,32050,강원도,태백시,0.000325,52.4,0.4666666666666667,0.5333333333333333,39.8,34.4,25.5,65.2,23.0,12.44,1.91,2.41,83.24,비수도권,52.2,B
111,32060,강원도,속초시,0.000207,83.8,0.9032258064516128,0.0967741935483871,32.5,27.1,16.2,60.1,19.6,14.95,5.51,2.57,64.93,비수도권,65.5,A
